id,Branch,gender,Category,articleType,baseColour,season,year,usage,Product DisplayName, Price,Sales,review_score
8059,Ho Chi Minh City,women,Topwear,Tshirts,White,Summer,2022,Casual,Flying Machine Women Printed Blue T-shirt,293,309,5
8060,Ho Chi Minh City,women,Topwear,Sweaters,Purple,Fall,2018,Casual,Arrow Woman Keisha Magenta Sweater,255,776,5
8061,Da Nang,women,Bags,Handbags,Black,Summer,2019,Casual,Baggit Women Olive Handbag,313,666,2
8062,Kontum,women,Socks,Socks,Purple,Summer,2021,Casual,Raymond Men Charcoal Socks,398,580,3
8063,Da Nang,women,Sandal,Sandals,Silver,Summer,2021,Casual,Franco Leone Men Black Slippers,147,409,5
8064,Ho Chi Minh City,women,Topwear,Tshirts,Black,Summer,2018,Casual,UCB Women's Basic Round Neck Navy Blue T-shirt,493,757,5
8065,Kontum,women,Eyewear,Sunglasses,Silver,Winter,2021,Casual,Oakley Men Black Fast Jacket Sunglasses,240,637,3
8066,Ha Noi,women,Ties,Ties,Brown,Summer,2019,Formal,Parx Men Black Tie,159,88,3
8067,Ho Chi Minh City,women,Topwear,Shirts,Black,Fall,2018,Formal,Mark Taylor Men Grey & White Striped Shirt,147,798,5
8068,Ha Noi,men,Topwear,Sweatshirts,Purple,Fall,2021,Sports,Nike Men As Squad Ft C Black Sweatshirts,323,796,1
8069,Kontum,men,Topwear,Tshirts,Purple,Fall,2022,Sports,ADIDAS Men's Fresh Blue Sleeveless T-shirt,463,181,5
8070,Kontum,men,Fragrance,Perfume and Body Mist,Black,Spring,2018,Casual,Perry Ellis Men 360 Degree Perfume,388,350,5
8071,Ha Noi,women,Topwear,Tshirts,Brown,Summer,2021,Casual,s.Oliver Men's Denim Dstrct Red T-shirt,499,464,5
8072,Ha Noi,women,Watches,Watches,Blue,Winter,2018,Casual,Fastrack Men Grey Dial Watch,434,662,4
8073,Ha Noi,men,Topwear,Tops,Blue,Summer,2018,Casual,Doodle Girls Printed Blue Top,155,671,2
8074,Ha Noi,women,Eyewear,Sunglasses,Brown,Winter,2021,Casual,Park Avenue Men Steel Frame Sunglasses,213,761,5
8075,Ho Chi Minh City,men,Topwear,Tshirts,Black,Summer,2018,Sports,Nike Men Athletic Red Tshirts,152,783,3
8076,Ho Chi Minh City,women,Shoes,Heels,Black,Fall,2021,Casual,Clarks Women Santa Rock Turquoise Blue Flats,420,134,5
8077,Ho Chi Minh City,women,Topwear,Tops,Silver,Fall,2020,Ethnic,Mother Earth Women Beige Printed Top,233,615,5
8078,Ho Chi Minh City,men,Sandal,Sandals,Brown,Summer,2021,Casual,Nike Men Air Embark Grey Sandals,135,277,1
8079,Da Nang,men,Topwear,Kurtas,Silver,Summer,2019,Ethnic,Diva Women Pink Kurta,328,763,5
8080,Ha Noi,women,Bottomwear,Shorts,Purple,Summer,2022,Sports,ADIDAS Men White Shorts,183,425,5
8081,Ho Chi Minh City,men,Topwear,Kurtas,White,Fall,2019,Ethnic,Alma Women Green Kurta,112,224,4
8082,Ha Noi,women,Flip Flops,Flip Flops,White,Summer,2022,Casual,Reebok Men's Coral Hex Grey Flip Flop,324,430,1
8083,Ha Noi,women,Topwear,Tshirts,Brown,Summer,2020,Casual,Campbell Men Pack of 3 T-shirts,142,331,5
8084,Ho Chi Minh City,men,Shoes,Formal Shoes,Black,Summer,2020,Formal,Arrow Men Black Formal Shoes,332,375,5
8085,Da Nang,men,Sandal,Sandals,Silver,Summer,2019,Casual,ADIDAS Men Cherokee Black Grey Sandal,183,101,4
8086,Ho Chi Minh City,women,Headwear,Caps,Brown,Summer,2021,Casual,OTLS Unisex Beige Polo Cap,421,136,5
8087,Da Nang,men,Topwear,Shirts,White,Summer,2021,Casual,French Connection Men Red Check Shirt,437,694,5
8088,Ho Chi Minh City,women,Belts,Belts,Black,Winter,2020,Casual,Lino Perros Women Ladies Belts White White Belts,465,566,5
8089,Ha Noi,women,Belts,Belts,Silver,Summer,2018,Casual,Pieces Women Black Belt,443,234,3
8090,Ha Noi,women,Bottomwear,Capris,Brown,Summer,2021,Casual,Gini and Jony Girls Fixed Weast Pink Capris,121,343,5
8091,Ho Chi Minh City,women,Shoes,Heels,White,Winter,2021,Casual,Catwalk Women Beige Heels,143,715,3
8092,Kontum,men,Watches,Watches,White,Winter,2019,Casual,Fastrack Women Purple Watch,189,276,5
8093,Ha Noi,men,Topwear,Tshirts,Black,Fall,2019,Casual,United Colors of Benetton Men White Polo T-shirt,387,231,5
8094,Da Nang,men,Topwear,Tshirts,White,Summer,2021,Casual,Nike Men's Football/Soccer Green T-shirt,187,400,2
8095,Da Nang,men,Shoes,Casual Shoes,Purple,Summer,2021,Casual,Vans Men Black Shoes,365,425,2
8096,Da Nang,women,Topwear,Sweatshirts,White,Fall,2021,Casual,Flying Machine Men Printed Navy Blue Sweatshirts,453,702,1
8097,Ha Noi,men,Topwear,Kurtas,Purple,Summer,2022,Ethnic,Mother Earth Women Printed Red Kurta,154,97,5
8098,Ha Noi,men,Topwear,Tops,Blue,Summer,2021,Ethnic,W Women Tan Kurti,462,191,2
8099,Da Nang,men,Shoes,Sports Shoes,Purple,Summer,2022,Sports,Lotto Men's Fuerzapura Black Yellow Shoe,275,570,5
8100,Da Nang,women,Topwear,Tshirts,Blue,Fall,2021,Casual,Jealous 21 Women White T-shirt,483,261,5
8101,Ha Noi,women,Jewellery,Necklace and Chains,Purple,Winter,2021,Casual,Adrika Women Black Necklace,317,591,1
8102,Ha Noi,women,Socks,Socks,Purple,Summer,2021,Casual,Raymond Men Brown Socks,270,373,5
8103,Kontum,men,Topwear,Tshirts,Brown,Summer,2021,Casual,Facit Men Polo Tee Red Tshirt,329,626,1
8104,Da Nang,women,Watches,Watches,Silver,Winter,2021,Casual,Titan Edge Men Black Dial Watch,421,614,4
8105,Kontum,men,Innerwear,Innerwear Vests,Brown,Summer,2019,Casual,Hanes Men Grey Innerwear Vest,406,599,1
8106,Ho Chi Minh City,men,Topwear,Shirts,Brown,Summer,2018,Casual,Timberland Men Olive Claremont Shirt,162,110,1
8107,Ha Noi,men,Jewellery,Pendant,Silver,Summer,2019,Casual,Lucera Women Silver Pendant,218,675,2
8108,Ho Chi Minh City,men,Innerwear,Innerwear Vests,Blue,Summer,2019,Casual,Jockey SPORT Men Black Innerwear Vest 9924,464,516,3
8109,Ho Chi Minh City,women,Flip Flops,Flip Flops,Silver,Fall,2018,Casual,Puma Men Jive Navy Blue Slippers,249,644,5
8110,Da Nang,men,Flip Flops,Flip Flops,Brown,Summer,2019,Casual,ADIDAS Women Pearl Star Green Flip Flop,499,604,4
8111,Kontum,women,Makeup,Foundation and Primer,Blue,Spring,2021,Casual,Revlon Photo Ready Makeup 010 Caramel,417,692,3
8112,Ha Noi,women,Shoes,Sports Shoes,Black,Summer,2022,Sports,Puma Men's Calibre Convertible Orange Shoe,173,128,4
8113,Da Nang,women,Topwear,Dupatta,Blue,Summer,2022,Ethnic,Fabindia Women Kota Silk Lavender Dupatta,161,374,4
8114,Ha Noi,men,Apparel Set,Kurta Sets,Black,Summer,2019,Ethnic,Biba Women Blue & Green Printed Churidar Kurta with Dupatta,194,277,4
8115,Da Nang,women,Topwear,Tshirts,White,Summer,2018,Casual,Classic Polo Men's Plane Black T-shirt,252,257,5
8116,Ho Chi Minh City,women,Topwear,Kurtas,Silver,Summer,2019,Ethnic,Aneri Women Tamanna Blue Kurta,251,337,4
8117,Kontum,women,Topwear,Tops,Brown,Fall,2021,Casual,Gini and Jony Kids Girls Printed Pink Tops,391,269,4
8118,Kontum,women,Topwear,Shirts,Silver,Fall,2021,Casual,Mark Taylor Men Purple Striped Shirt,308,526,5
8119,Kontum,men,Topwear,Shirts,Brown,Fall,2020,Casual,Locomotive Men Check Navy Blue Shirt,205,617,3
8120,Kontum,women,Topwear,Tshirts,Black,Summer,2022,Casual,Nike Men Printed Navy Blue T-shirt,412,365,2
8121,Da Nang,men,Belts,Belts,Black,Summer,2019,Casual,ADIDAS Men Charcoal Urban Belt,272,712,1
8122,Kontum,women,Eyewear,Sunglasses,Purple,Winter,2020,Casual,Oakley Women Immerse Red Sunglasses,313,756,5
8123,Kontum,women,Topwear,Tshirts,Brown,Fall,2022,Sports,Nike Men As Value Runn Green T-Shirts,453,711,5
8124,Da Nang,women,Bottomwear,Track Pants,Brown,Summer,2021,Sports,ADIDAS Men's Light Blue Track Pant,188,425,2
8125,Kontum,women,Topwear,Tshirts,Purple,Summer,2022,Casual,Puma Men Semi Graphic Green T-shirt,127,682,4
8126,Ha Noi,women,Topwear,Tshirts,Blue,Fall,2020,Sports,ADIDAS Men Cr_Ess 3s Black T-Shirts,378,380,1
8127,Da Nang,men,Dress,Dresses,Black,Summer,2021,Casual,French Connection Navy Blue Dress,479,249,4
8128,Kontum,men,Flip Flops,Flip Flops,Blue,Fall,2020,Casual,Numero Uno Men's Casual Black Graphic Flip Flop,415,674,5
8129,Da Nang,men,Watches,Watches,White,Winter,2019,Casual,FCUK Women White Dial Watch FC1012WWN,250,422,5
8130,Kontum,women,Dress,Dresses,Blue,Summer,2019,Casual,Elle Women Black Dress,356,656,3
8131,Kontum,women,Shoes,Sports Shoes,White,Summer,2020,Sports,Nike Men Downshifter 4 MSL White Sports Shoes,382,313,2
8132,Kontum,men,Watches,Watches,Silver,Winter,2022,Casual,Puma Men Star Dust Black Dial Watch,249,177,3
8133,Ho Chi Minh City,men,Topwear,Jackets,Brown,Fall,2022,Sports,ADIDAS Men Solid Black Jackets,491,746,5
8134,Kontum,women,Topwear,Kurtas,Brown,Fall,2022,Ethnic,Diva Women Printed Pink Kurta,398,80,2
8135,Kontum,men,Skin Care,Face Scrub and Exfoliator,Brown,Spring,2018,Casual,Biotique Women Bio Papaya Revitalizing Scrub,494,472,5
8136,Da Nang,men,Topwear,Tops,Purple,Summer,2021,Casual,Jealous 21 Women White Paris Top,421,375,3
8137,Kontum,women,Sandal,Sandals,Black,Summer,2022,Casual,Arrow Men Black Sandals,112,158,1
8138,Ha Noi,men,Bags,Duffel Bag,Purple,Winter,2019,Casual,OTLS Unisex Olive Green Duffle Bag,175,536,5
8139,Ho Chi Minh City,men,Bottomwear,Trousers,Blue,Spring,2021,Formal,Peter England Men Black Trousers,112,517,1
8140,Kontum,women,Topwear,Tshirts,Purple,Summer,2020,Casual,Myntra Men Feared Strom Drive Purple T-shirt,175,564,3
8141,Ho Chi Minh City,men,Topwear,Tops,Brown,Summer,2020,Casual,Spykar Women Day Beach White Top,181,203,2
8142,Ha Noi,men,Innerwear,Trunk,Silver,Summer,2020,Casual,Chromozome Men Red Trunks,282,650,4
8143,Ho Chi Minh City,women,Scarves,Scarves,Brown,Fall,2019,Casual,Turtle Check Men Black Scarf,307,269,4
8144,Ha Noi,women,Topwear,Tshirts,White,Fall,2018,Casual,Little Miss Women Flower Green T-shirt,372,380,1
8145,Ha Noi,men,Flip Flops,Flip Flops,Purple,Fall,2018,Casual,ADIDAS Women Striped Red Flip Flops,449,111,3
8146,Kontum,women,Topwear,Tshirts,Blue,Summer,2019,Casual,Proline Men Yellow Polo T-shirt,406,685,3
8147,Ho Chi Minh City,women,Fragrance,Perfume and Body Mist,Brown,Spring,2021,Casual,Giorgio Beverly Hills Women So You Perfume,119,417,3
8148,Ho Chi Minh City,women,Wallets,Wallets,Black,Winter,2019,Casual,Bulchee Men Brown Wallet,308,442,1
8149,Ho Chi Minh City,men,Shoes,Casual Shoes,Purple,Fall,2022,Casual,Nike Black Flyclave Casual Shoe,434,81,5
8150,Ho Chi Minh City,women,Watches,Watches,Purple,Winter,2022,Casual,Fastrack Women Steel Dial Watch,455,474,5
8151,Da Nang,women,Topwear,Shirts,Silver,Spring,2021,Casual,Basics Men Purple Slim Fit Checked Shirt,208,458,2
8152,Ha Noi,women,Ties,Ties,Silver,Summer,2018,Casual,Park Avenue Men Navy Blue Tie,293,622,3
8153,Da Nang,women,Nails,Nail Polish,Blue,Spring,2022,Casual,Revlon Ooh La La Lilac Nail Polish 324,285,611,2
8154,Ha Noi,men,Topwear,Kurtas,White,Fall,2021,Ethnic,Aurelia Women Solid Black Kurta,212,672,1
8155,Da Nang,women,Shoes,Casual Shoes,Silver,Summer,2018,Casual,Puma Men Graphic Black & White Shoes,342,371,5
8156,Kontum,women,Bottomwear,Jeans,Black,Fall,2018,Casual,Flying Machine Women Lowrise Black Jeans,302,502,1
8157,Ha Noi,men,Topwear,Tops,Black,Fall,2021,Casual,Femella Women Olive Spaghetti Top,268,377,5
8158,Da Nang,women,Topwear,Tshirts,Purple,Summer,2018,Casual,Angry Birds Women Blue T-shirt,494,521,3
8159,Ha Noi,women,Shoes,Casual Shoes,Purple,Summer,2021,Casual,Spinn Men Abzorb X Black Shoes,106,310,5
8160,Kontum,men,Topwear,Tops,White,Summer,2019,Casual,Femella Women Green Top,290,734,4
8161,Ho Chi Minh City,men,Topwear,Shirts,Silver,Fall,2018,Formal,Arrow Men Stripes White Shirts,229,507,4
8162,Ha Noi,men,Bottomwear,Leggings,Black,Summer,2022,Casual,Femella Women Blue Leggings,384,429,5
8163,Da Nang,women,Bags,Clutches,Brown,Summer,2019,Casual,Rocia Women Brown Clutch,329,258,4
8164,Ha Noi,women,Belts,Belts,White,Winter,2021,Casual,Baggit Women Chotu Mayur Black Belt,176,141,1
8165,Ha Noi,men,Fragrance,Perfume and Body Mist,Black,Spring,2022,Casual,Dunhill Men London 50 ml Perfume,337,614,4
8166,Da Nang,women,Topwear,Tops,Blue,Summer,2020,Casual,Remanika Women Green Top,395,720,5
8167,Ha Noi,men,Bags,Handbags,Purple,Winter,2018,Casual,Lino Perros Women Navy Blue Handbag,366,406,5
8168,Kontum,women,Watches,Watches,Purple,Winter,2022,Casual,Puma Men Race Luminous Black Chronograph Watch,105,697,3
8169,Ho Chi Minh City,men,Skin Care,Sunscreen,White,Spring,2018,Casual,Lotus Herbals Safe Sun Absolute Sunscreen,203,536,1
8170,Ho Chi Minh City,women,Bottomwear,Swimwear,Silver,Fall,2019,Sports,Nabaiji Women Black Swimsuit,252,370,2
8171,Da Nang,men,Shoes,Formal Shoes,Blue,Summer,2019,Formal,Homme Men Black Semi Formal Shoes,473,367,5
8172,Ho Chi Minh City,men,Watches,Watches,Black,Winter,2021,Casual,Fossil Women Pink Dial Watch ES2946,286,355,5
8173,Ho Chi Minh City,men,Loungewear and Nightwear,Nightdress,Black,Winter,2020,Casual,Red Rose Women Off White Nightdress,128,555,3
8174,Kontum,men,Topwear,Tshirts,Brown,Summer,2022,Casual,Wrangler Women's Photo Print Olive T-shirt,269,357,2
8175,Ha Noi,men,Flip Flops,Flip Flops,White,Winter,2020,Casual,iPanema Women Blue Flip Flops,336,744,1
8176,Ha Noi,men,Innerwear,Briefs,Blue,Summer,2018,Casual,Chromozome Men Black Briefs,102,751,4
8177,Kontum,men,Topwear,Tshirts,Brown,Summer,2021,Casual,Gini and Jony Boys Printed Yellow T-shirt,246,257,5
8178,Ha Noi,men,Lips,Lipstick,Silver,Summer,2021,Casual,Colorbar Velvet Matte Obsessed Orange Lipstick 60 OR,290,206,1
8179,Kontum,women,Topwear,Tshirts,Black,Fall,2018,Sports,Puma Men's Round Neck Black T-shirt,316,551,4
8180,Kontum,women,Watches,Watches,Blue,Winter,2021,Casual,Timex Men Orange Dial Watch,301,274,5
8181,Kontum,women,Topwear,Tshirts,Silver,Fall,2019,Casual,Puma Men Rugby Navy Blue TShirt,330,530,3
8182,Ha Noi,women,Topwear,Kurtas,Silver,Fall,2022,Ethnic,BIBA Women Sequin Black Kurta,194,371,2
8183,Ho Chi Minh City,women,Bottomwear,Capris,Blue,Fall,2018,Sports,Nike Women Cuffed Black Capris,325,732,1
8184,Kontum,women,Topwear,Shirts,Brown,Fall,2021,Formal,Belmonte Men Stripes Blue Shirts,270,141,4
8185,Ho Chi Minh City,women,Shoes,Sports Shoes,Blue,Fall,2018,Sports,Fila Women Elixir Low White Shoes,170,173,4
8186,Ha Noi,men,Nails,Nail Polish,Purple,Summer,2021,Casual,Lakme Truewear Color Crush Nail Polish 21,181,716,2
8187,Kontum,women,Topwear,Tshirts,White,Summer,2018,Casual,ADIDAS Men White T-shirt,410,478,5
8188,Da Nang,women,Flip Flops,Flip Flops,Brown,Winter,2020,Casual,Disney Unisex Kids Mickey Star Red Flip Flops,116,693,4
8189,Da Nang,women,Shoes,Casual Shoes,Black,Fall,2021,Casual,Clarks Men Brown Leather Loafers,293,131,2
8190,Da Nang,men,Belts,Belts,White,Summer,2022,Casual,Fossil Men Brown Justin Belt,229,566,4
8191,Kontum,men,Topwear,Kurtas,Blue,Summer,2020,Ethnic,Diva Women White Kurta,497,444,5
8192,Kontum,women,Bottomwear,Shorts,Blue,Summer,2020,Sports,ADIDAS Men Grey Shorts,151,521,4
8193,Da Nang,women,Shoes,Heels,Blue,Winter,2019,Casual,HM Women Yellow Flats,231,572,5
8194,Ha Noi,women,Shoes,Sports Shoes,White,Summer,2019,Sports,ADIDAS Men aStar Ride 4M Black Sports Shoes,491,359,5
8195,Ho Chi Minh City,women,Bottomwear,Shorts,Brown,Summer,2022,Casual,Myntra Men Grey Shorts,101,600,5
8196,Ha Noi,women,Sandal,Sandals,White,Fall,2020,Casual,Puma Men Snipper Black Sandals,328,474,4
8197,Kontum,women,Eyewear,Sunglasses,Black,Winter,2019,Casual,Oakley Men Brown Sunglasses,314,779,3
8198,Ha Noi,men,Headwear,Caps,Brown,Summer,2019,Sports,ADIDAS Kids Unisex Pune Warriors Black Cap,290,264,3
8199,Da Nang,men,Topwear,Tshirts,Blue,Summer,2021,Casual,Tantra Women's Re-incarnation Cream T-shirt,241,629,2
8200,Kontum,men,Topwear,Jackets,White,Fall,2020,Casual,C Vox Women Solid 1351 Black Jacket,103,377,4
8201,Ha Noi,women,Bottomwear,Jeans,White,Fall,2022,Casual,Locomotive Men Bao Blue Jeans,125,733,4
8202,Ho Chi Minh City,women,Topwear,Tshirts,Brown,Summer,2019,Casual,The Amazing Spiderman Boys Orange T-shirt,249,655,1
8203,Ha Noi,women,Bottomwear,Trousers,Black,Summer,2020,Casual,Highlander Men Beige Trousers,231,477,4
8204,Ha Noi,women,Topwear,Tshirts,White,Summer,2019,Casual,ADIDAS Men Urban Movement Black T-shirt,401,205,5
8205,Ha Noi,men,Socks,Socks,Blue,Summer,2018,Sports,Hanes Men Pack Of 3 White Cushion Max Crew Socks,470,745,5
8206,Kontum,women,Stoles,Stoles,Silver,Summer,2018,Ethnic,Fabindia Women Pink Ekko Silk Stole,251,768,4
8207,Kontum,women,Topwear,Kurtis,Purple,Summer,2021,Ethnic,Fabindia Women Printed Off White Kurti,267,179,5
8208,Ho Chi Minh City,women,Eyewear,Sunglasses,Blue,Winter,2021,Casual,Ray-Ban Men Aviator Gold Sunglasses,428,430,2
8209,Kontum,women,Topwear,Tshirts,Purple,Fall,2022,Casual,Mr.Men Men's Purple Melange T-shirt,119,645,5
8210,Ha Noi,women,Topwear,Tshirts,White,Fall,2018,Casual,Puma Men Electro Cat White T-shirt,310,328,4
8211,Da Nang,men,Bottomwear,Jeans,Black,Summer,2018,Casual,French Connection Men Black Jeans,307,244,5
8212,Kontum,men,Topwear,Tops,Brown,Fall,2021,Casual,Arrow Woman Shanna Black Top,241,736,4
8213,Da Nang,women,Bags,Handbags,Black,Summer,2021,Casual,Murcia Women Red Handbag,222,278,1
8214,Kontum,men,Eyewear,Sunglasses,White,Winter,2019,Casual,I Dee Men Steel Frame Sunglasses,316,371,5
8215,Kontum,women,Topwear,Kurtas,Black,Fall,2021,Ethnic,Visudh Blue Printed Ethnic Kurta,219,352,2
8216,Ha Noi,women,Topwear,Tshirts,Silver,Fall,2021,Sports,Nike Men's Classic Patterned T-shirt,357,669,3
8217,Da Nang,women,Shoes,Casual Shoes,Brown,Summer,2021,Casual,Gliders Women Black Shoes,217,454,1
8218,Da Nang,men,Topwear,Jackets,Blue,Fall,2019,Sports,ADIDAS Men Blue Jacket,311,161,5
8219,Ho Chi Minh City,men,Topwear,Tops,Blue,Summer,2018,Casual,Remanika Women Black Top,164,152,5
8220,Ha Noi,men,Jewellery,Necklace and Chains,Black,Fall,2020,Casual,Ivory Tag Women Glinting Pearls Cream Necklace,366,318,1
8221,Ho Chi Minh City,women,Shoes,Heels,Purple,Summer,2021,Casual,Catwalk Women Beige Heels,198,319,3
8222,Ho Chi Minh City,women,Belts,Belts,Blue,Summer,2019,Casual,French Connection Women Tan Belt,433,507,3
8223,Da Nang,women,Topwear,Tshirts,Silver,Summer,2021,Casual,French Connection Men Cream Printed T-shirt,362,382,5
8224,Ha Noi,women,Innerwear,Trunk,White,Summer,2021,Casual,Undercolors of Benetton Men Pack of 2 Black Boxer Trunks,117,620,5
8225,Da Nang,women,Saree,Sarees,Blue,Summer,2019,Ethnic,Fabindia H& Printed Cream Cotton Sari,195,784,5
8226,Da Nang,women,Shoes,Sports Shoes,Purple,Summer,2021,Sports,Nike Men Black Air Dictate Sports Shoes,359,168,1
8227,Ho Chi Minh City,women,Topwear,Tshirts,Silver,Summer,2018,Sports,ADIDAS Men's Edge Polo Steel Blue Polo T-shirt,378,682,5
8228,Kontum,women,Shoes,Casual Shoes,Silver,Winter,2021,Casual,Woodland Men Black Shoes,403,271,5
8229,Ha Noi,women,Shoes,Sports Shoes,White,Fall,2021,Sports,Puma Men's Cell Exsis Sneaker,198,640,5
8230,Ha Noi,men,Innerwear,Briefs,Black,Summer,2020,Casual,Avirate Women Black Brief,338,640,5
8231,Da Nang,women,Innerwear,Bra,White,Winter,2020,Casual,Enamor White Lift Bra,428,543,5
8232,Kontum,men,Topwear,Shirts,Blue,Summer,2020,Casual,Locomotive Men Black Shirt,398,601,4
8233,Kontum,women,Topwear,Kurtas,White,Summer,2021,Ethnic,ALayna Women Green Kurta,100,306,5
8234,Ha Noi,women,Watches,Watches,Silver,Winter,2018,Casual,Maxima Men White Dial Watch,488,223,2
8235,Ha Noi,women,Headwear,Caps,Silver,Summer,2018,Casual,Wildcraft Unisex Beige Hat,194,82,5
8236,Ha Noi,women,Flip Flops,Flip Flops,Brown,Summer,2019,Casual,U.S. Polo Assn. Men Green Flip Flops,468,777,3
8237,Kontum,women,Shoes,Casual Shoes,Blue,Summer,2021,Casual,Puma Men Grey Madison Classic Shoes,491,553,5
8238,Da Nang,men,Flip Flops,Flip Flops,Black,Fall,2021,Casual,Playboy Men Turquoise Blue Casual Flip Flops,111,549,5
8239,Kontum,men,Topwear,Tshirts,Purple,Summer,2020,Casual,Disney Kids Boy's Red Geo Team Kidswear,331,731,1
8240,Ha Noi,men,Jewellery,Pendant,Purple,Fall,2020,Casual,Lencia Women Silver Pendant,161,610,5
8241,Da Nang,men,Shoes,Heels,Blue,Winter,2020,Casual,Grendha Women Jola Cigana Gold Flats,367,704,3
8242,Ha Noi,women,Cufflinks,Cufflinks,Purple,Summer,2018,Casual,Revv Men Black and White Cufflinks,392,359,5
8243,Ha Noi,women,Topwear,Shirts,Silver,Summer,2021,Casual,Femella Women Black Shirt,274,303,3
8244,Ha Noi,men,Topwear,Tops,Blue,Summer,2021,Casual,United Colors of Benetton Women Blue Top,171,778,4
8245,Kontum,women,Topwear,Tops,Purple,Summer,2021,Casual,Femella Women Black Leopard Print Top,332,465,3
8246,Da Nang,men,Wallets,Wallets,Blue,Winter,2018,Casual,Lino Perros Women Small Tan Wallet,104,545,2
8247,Da Nang,women,Topwear,Shirts,Silver,Summer,2018,Formal,Indigo Nation Men Striped Purple Shirt,207,228,2
8248,Da Nang,men,Topwear,Tshirts,Purple,Summer,2019,Casual,Disney Kids Boy's Pooh And Tiger Red Kidswear,156,530,4
8249,Ho Chi Minh City,women,Topwear,Shirts,Blue,Summer,2020,Casual,Lee Women Jane Pink Striped Shirt,433,168,5
8250,Da Nang,men,Bottomwear,Shorts,Purple,Fall,2021,Sports,Puma Men Solid Black Shorts,143,227,5
8251,Ho Chi Minh City,women,Topwear,Shirts,Black,Fall,2020,Formal,John Miller Men white brown stripe White Shirts,304,531,4
8252,Kontum,women,Topwear,Kurtas,Black,Fall,2020,Ethnic,W Women Gathered Design Pink Kurta,460,589,4
8253,Ha Noi,women,Jewellery,Earrings,Blue,Summer,2019,Ethnic,Royal Diadem White Earrings,352,546,1
8254,Ho Chi Minh City,women,Bottomwear,Shorts,Brown,Summer,2018,Sports,Nike Men Premier Knit Grey Shorts,133,716,5
8255,Da Nang,men,Shoes,Casual Shoes,Brown,Summer,2018,Casual,Converse Unisex Yellow Canvas Shoe,466,755,2
8256,Ha Noi,women,Nails,Nail Polish,Brown,Spring,2021,Casual,Colorbar Gold Dust Nail Lacquer 10,383,228,4
8257,Da Nang,women,Topwear,Kurtas,Silver,Fall,2020,Ethnic,Vishudh Women Printed Green Kurta,235,215,2
8258,Da Nang,men,Topwear,Tshirts,Purple,Fall,2021,Casual,Reebok Men White T-shirt,464,305,5
8259,Ha Noi,women,Stoles,Stoles,White,Summer,2021,Casual,Fabindia Women Off White Printed Stole,488,373,1
8260,Ha Noi,men,Innerwear,Briefs,Brown,Summer,2018,Casual,Undercolors of Benetton Men Blue Tanga Brief,172,299,3
8261,Ho Chi Minh City,women,Topwear,Tshirts,Black,Summer,2022,Casual,Puma Men Graphic Black T-shirt,384,415,5
8262,Ha Noi,women,Watches,Watches,Silver,Winter,2021,Casual,Guess Women Mini Rock Candy Silver Watch,457,616,4
8263,Da Nang,women,Shoes,Casual Shoes,White,Summer,2020,Casual,Woodland Men Brown Casual Shoes,498,256,5
8264,Ho Chi Minh City,women,Bags,Clutches,Silver,Summer,2020,Casual,Rocia Women Purple Clutch,457,94,3
8265,Ha Noi,men,Sandal,Sandals,Black,Summer,2021,Casual,Crocs Crocband Kids Black Sandals,265,153,1
8266,Ha Noi,men,Shoes,Sports Shoes,Black,Summer,2021,Sports,Lotto Men White Sports Shoes,480,747,1
8267,Ha Noi,women,Topwear,Shirts,Purple,Fall,2021,Casual,Jealous 21 Women Check Red Shirt,490,446,5
8268,Kontum,women,Shoes,Casual Shoes,Purple,Summer,2020,Casual,ADIDAS Women Daily White Purple Shoe,140,425,2
8269,Da Nang,women,Bags,Handbags,Purple,Winter,2022,Casual,Baggit Women Gumboot Camlincrush Purple Handbag,413,343,5
8270,Da Nang,men,Shoes,Casual Shoes,Brown,Summer,2021,Casual,Woodland Men Olive Shoes,171,514,5
8271,Ha Noi,women,Shoes,Heels,Silver,Spring,2021,Formal,Carlton London Women Casual Red Stilettos,329,443,1
8272,Kontum,men,Topwear,Kurtas,White,Fall,2018,Ethnic,Vishudh Women Cotton Silk Green Kurtas,209,591,5
8273,Kontum,women,Topwear,Kurtas,Blue,Fall,2021,Ethnic,Alayna Women Black & Grey Kurta,468,203,5
8274,Ho Chi Minh City,women,Saree,Sarees,White,Fall,2021,Ethnic,FNF Purple Sari,441,116,5
8275,Da Nang,men,Topwear,Kurtis,White,Summer,2018,Ethnic,Diva Women Printed Beige Kurta,391,178,5
8276,Da Nang,men,Flip Flops,Flip Flops,Blue,Summer,2021,Casual,U.S. Polo Assn. Men White Flip Flops,170,381,1
8277,Kontum,men,Topwear,Tshirts,Purple,Summer,2021,Sports,Puma Men Grey Training T-shirt,219,355,5
8278,Ho Chi Minh City,women,Shoes,Casual Shoes,Brown,Summer,2020,Casual,Spinn Men Brash White Shoes,233,200,5
8279,Ha Noi,women,Cufflinks,Cufflinks,Blue,Summer,2022,Casual,Revv Men Black Cufflinks,401,178,4
8280,Ha Noi,men,Topwear,Shirts,Black,Fall,2020,Formal,Arrow Men Stripes Green Shirts,145,382,1
8281,Kontum,men,Topwear,Shirts,Brown,Summer,2022,Casual,Femella Women Black Top,411,383,1
8282,Ha Noi,men,Watches,Watches,Silver,Winter,2018,Casual,Fossil Men Black Dial Analogue Watch AM4381,215,653,4
